"","transcriptome","Term_unique","n_species","n_divided","n_Pgen","Pgen_normalized","normalized","log_scale"
"242","Mercenaria_r","sulfur compound metabolic process",42,0.00597694606517717,109,0.00618931349724604,0.965688047282892,-0.0349144293428879
"243","Mercenaria_r","establishment or maintenance of cell polarity",41,0.0058346378255301,105,0.0059621827267049,0.978607683289624,-0.021624448850328
"244","Mercenaria_r","protein localization to plasma membrane",41,0.0058346378255301,68,0.00386122309919936,1.51108539331486,0.412828196131089
"245","Mercenaria_r","cellular amino acid metabolic process",38,0.00540771310658887,88,0.00499687695190506,1.0822185854561,0.0790131798510668
"246","Mercenaria_r","protein maturation",38,0.00540771310658887,107,0.00607574811197547,0.890048930094735,-0.116478840132633
"247","Mercenaria_r","cellular modified amino acid metabolic process",30,0.00426924718941227,76,0.00431548464028164,0.989285687536045,-0.0107721240212883
"248","Mercenaria_r","meiotic nuclear division",30,0.00426924718941227,79,0.0044858327181875,0.951717876616955,-0.0494866362019787
"249","Mercenaria_r","wound healing",30,0.00426924718941227,97,0.00550792118562262,0.775110435595252,-0.25474976223834
"250","Mercenaria_r","ribosome biogenesis",25,0.00355770599117689,69,0.00391800579183465,0.908040003052409,-0.096466845126171
"251","Mercenaria_r","telomere organization",25,0.00355770599117689,80,0.00454261541082278,0.783184502632702,-0.244386975202793
"252","Mercenaria_r","protein glycosylation",23,0.00327308951188274,55,0.00312304809494066,1.04804326170485,0.0469248652995663
"253","Mercenaria_r","tRNA metabolic process",19,0.00270385655329444,40,0.00227130770541139,1.19044044400171,0.174323359655392
"254","Mercenaria_r","extracellular matrix organization",16,0.00227693183435321,58,0.00329339617284652,0.691362871289558,-0.36909045370375
"255","Mercenaria_r","gene silencing by RNA",15,0.00213462359470613,34,0.00193061154959968,1.10567223901087,0.100453511088936
"256","Mercenaria_r","protein folding",15,0.00213462359470613,29,0.00164669808642326,1.29630538366792,0.259518205718624
"257","Mercenaria_r","cytoplasmic translation",12,0.00170769887576491,17,0.000965305774799841,1.7690755824174,0.570457140334672
"258","Mercenaria_r","endocrine process",12,0.00170769887576491,32,0.00181704616432911,0.939821403159243,-0.0620654184088386
"259","Mercenaria_r","vitamin metabolic process",12,0.00170769887576491,38,0.00215774232014082,0.791428550028836,-0.233915675335498
"260","Mercenaria_r","renal system process",10,0.00142308239647076,48,0.00272556924649367,0.522123001755135,-0.649852083310958
"261","Mercenaria_r","respiratory system process",8,0.0011384659171766,17,0.000965305774799841,1.1793837216116,0.164992032226507
"262","Mercenaria_r","lysosome organization",7,0.000996157677529529,16,0.000908523082164556,1.09645830368578,0.0920852614184195
"263","Mercenaria_r","detoxification",6,0.000853849437882453,18,0.00102208846743513,0.835396802808216,-0.179848454065222
"264","Mercenaria_r","digestive system process",6,0.000853849437882453,41,0.00232809039804668,0.366759571964583,-1.00304876287337
"265","Mercenaria_r","mitochondrial gene expression",4,0.000569232958588302,25,0.00141956731588212,0.400990465347944,-0.913817629145423
"266","Mercenaria_r","nitrogen cycle metabolic process",4,0.000569232958588302,6,0.000340696155811709,1.67079360561643,0.513298726494723
"267","Mercenaria_r","snRNA metabolic process",4,0.000569232958588302,16,0.000908523082164556,0.626547602106162,-0.467530526517003
"268","Mercenaria_r","peroxisome organization",3,0.000426924718941227,15,0.000851740389529271,0.50123808168493,-0.690674077831213
"269","Mercenaria_r","cell wall organization or biogenesis",2,0.000284616479294151,13,0.000738175004258702,0.385567755142253,-0.953038342298704
"270","Mercenaria_r","NA",1,0.000142308239647076,1,5.67826926352848e-05,2.50619040842465,0.918763834602888
