"","tissue","Term_unique","n_tissue","n_divided","n_Pgen","Pgen_normalized","normalized","log_scale"
"251","heart","meiotic nuclear division",68,0.00424442918669247,79,0.0044858327181875,0.946185346922038,-0.055316802142544
"252","juvenile","protein localization to plasma membrane",68,0.00393586849568791,68,0.00386122309919936,1.01933205996411,0.0191475696203031
"253","gonad","meiotic nuclear division",67,0.00455317703024125,79,0.0044858327181875,1.01501266683011,0.0149010920514566
"254","gonad","ribosome biogenesis",67,0.00455317703024125,69,0.00391800579183465,1.16211595187795,0.150242439921219
"255","heart","protein localization to plasma membrane",67,0.00418201111041758,68,0.00386122309919936,1.08307937743476,0.0798082593632304
"256","larvae","protein localization to plasma membrane",67,0.00402837902837903,68,0.00386122309919936,1.0432909274821,0.0423800704720958
"257","ctenidia","protein localization to plasma membrane",66,0.00414807365973226,68,0.00386122309919936,1.07429007678742,0.0716600497375476
"258","ctenidia","cellular modified amino acid metabolic process",65,0.00408522405882723,76,0.00431548464028164,0.946643169736925,-0.0548330575034654
"259","gonad","cellular modified amino acid metabolic process",64,0.00434930343187224,76,0.00431548464028164,1.00783661498292,0.00780606820085273
"260","gonad","protein localization to plasma membrane",64,0.00434930343187224,68,0.00386122309919936,1.12640562851032,0.119031703311077
"261","juvenile","extracellular matrix organization",55,0.00318342304798287,58,0.00329339617284652,0.966607987897005,-0.0339622556936452
"262","juvenile","protein glycosylation",54,0.00312554262892863,55,0.00312304809494066,1.00079874978295,0.000798430952106672
"263","larvae","protein glycosylation",52,0.00312650312650313,55,0.00312304809494066,1.0011063011063,0.00110568960619299
"264","ctenidia","protein glycosylation",46,0.00289108164163158,55,0.00312304809494066,0.925724341650431,-0.0771787758561471
"265","gonad","protein glycosylation",46,0.00312606184165817,55,0.00312304809494066,1.00096500169895,0.000964536384136153
"266","juvenile","renal system process",46,0.00266249927649476,48,0.00272556924649367,0.976859890798943,-0.0234120447984926
"267","heart","protein glycosylation",45,0.00280881343237001,55,0.00312304809494066,0.899382061044879,-0.10604735031378
"268","larvae","extracellular matrix organization",45,0.00270562770562771,58,0.00329339617284652,0.821531198686371,-0.196585364518863
"269","larvae","renal system process",43,0.00258537758537759,48,0.00272556924649367,0.94856426366843,-0.0528057389570921
"270","heart","extracellular matrix organization",42,0.00262155920354535,58,0.00329339617284652,0.796004812648916,-0.22815004711468
"271","ctenidia","extracellular matrix organization",40,0.00251398403620137,58,0.00329339617284652,0.763340911405902,-0.270050543545254
"272","ctenidia","tRNA metabolic process",40,0.00251398403620137,40,0.00227130770541139,1.10684432153856,0.101513012887229
"273","gonad","tRNA metabolic process",40,0.00271831464492015,40,0.00227130770541139,1.19680598029222,0.179656325127512
"274","heart","tRNA metabolic process",40,0.00249672305099557,40,0.00227130770541139,1.09924474127707,0.0946233451483709
"275","juvenile","tRNA metabolic process",40,0.00231521676216936,40,0.00227130770541139,1.01933205996411,0.0191475696203033
"276","larvae","tRNA metabolic process",40,0.00240500240500241,40,0.00227130770541139,1.05886243386243,0.0571951562572365
"277","gonad","extracellular matrix organization",39,0.00265035677879715,58,0.00329339617284652,0.804748848817182,-0.217225039289261
"278","heart","renal system process",39,0.00243430497472068,48,0.00272556924649367,0.893136352287623,-0.113016019629873
"279","juvenile","digestive system process",39,0.00225733634311512,41,0.00232809039804668,0.969608544843913,-0.0308628509543584
"280","juvenile","vitamin metabolic process",38,0.00219945592406089,38,0.00215774232014082,1.01933205996411,0.0191475696203031
"281","ctenidia","renal system process",37,0.00232543523348627,48,0.00272556924649367,0.853192497852639,-0.158770085376438
"282","larvae","vitamin metabolic process",36,0.00216450216450216,38,0.00215774232014082,1.0031328320802,0.00312793498696054
"283","juvenile","gene silencing by RNA",33,0.00191005382878972,34,0.00193061154959968,0.989351705259287,-0.010705393529378
"284","larvae","digestive system process",33,0.00198412698412698,41,0.00232809039804668,0.852255129694154,-0.159869348980591
"285","ctenidia","vitamin metabolic process",32,0.0020111872289611,38,0.00215774232014082,0.932079428664049,-0.0703372440394306
"286","juvenile","endocrine process",32,0.00185217340973549,32,0.00181704616432911,1.01933205996411,0.0191475696203033
"287","larvae","gene silencing by RNA",32,0.00192400192400192,34,0.00193061154959968,0.996576408341114,-0.00342946555919841
"288","ctenidia","gene silencing by RNA",31,0.00194833762805606,34,0.00193061154959968,1.00918158728516,0.00913969275621371
"289","heart","gene silencing by RNA",31,0.00193496036452157,34,0.00193061154959968,1.00225255822321,0.00225002501735587
"290","gonad","renal system process",30,0.00203873598369011,48,0.00272556924649367,0.748003737682637,-0.290347304118223
"291","heart","vitamin metabolic process",30,0.00187254228824668,38,0.00215774232014082,0.867824795745058,-0.14176543291586
"292","larvae","endocrine process",30,0.0018037518037518,32,0.00181704616432911,0.992683531746032,-0.00734336488033479
"293","ctenidia","protein folding",29,0.00182263842624599,29,0.00164669808642326,1.10684432153856,0.101513012887229
"294","gonad","protein folding",29,0.00197077811756711,29,0.00164669808642326,1.19680598029222,0.179656325127512
"295","heart","protein folding",29,0.00181012421197179,29,0.00164669808642326,1.09924474127707,0.0946233451483709
"296","juvenile","protein folding",29,0.00167853215257278,29,0.00164669808642326,1.01933205996411,0.0191475696203033
"297","larvae","protein folding",29,0.00174362674362674,29,0.00164669808642326,1.05886243386243,0.0571951562572365
"298","gonad","gene silencing by RNA",28,0.0019028202514441,34,0.00193061154959968,0.985604924946533,-0.0144996893134454
"299","gonad","vitamin metabolic process",28,0.0019028202514441,38,0.00215774232014082,0.881857038110056,-0.12572532442367
"300","heart","digestive system process",28,0.0017477061356969,41,0.00232809039804668,0.750703725750197,-0.286744211380733
"301","ctenidia","mitochondrial gene expression",25,0.00157124002262586,25,0.00141956731588212,1.10684432153856,0.101513012887229
"302","heart","mitochondrial gene expression",25,0.00156045190687223,25,0.00141956731588212,1.09924474127707,0.0946233451483709
"303","juvenile","mitochondrial gene expression",25,0.00144701047635585,25,0.00141956731588212,1.01933205996411,0.0191475696203031
"304","larvae","mitochondrial gene expression",25,0.0015031265031265,25,0.00141956731588212,1.05886243386243,0.0571951562572365
"305","ctenidia","digestive system process",24,0.00150839042172082,41,0.00232809039804668,0.647908871144522,-0.434005223469134
"306","gonad","mitochondrial gene expression",24,0.00163098878695209,25,0.00141956731588212,1.14893374108053,0.138834330607257
"307","gonad","digestive system process",23,0.00156303092082909,41,0.00232809039804668,0.671378964554171,-0.398421525647646
"308","heart","endocrine process",23,0.00143561575432245,32,0.00181704616432911,0.790082157792897,-0.235618341722206
"309","ctenidia","endocrine process",21,0.00131984161900572,32,0.00181704616432911,0.726366586009679,-0.319700452189075
"310","gonad","endocrine process",19,0.00129119945633707,32,0.00181704616432911,0.710603550798505,-0.341640598505774
"311","juvenile","detoxification",18,0.00104184754297621,18,0.00102208846743513,1.01933205996411,0.0191475696203033
"312","ctenidia","cytoplasmic translation",17,0.00106844321538558,17,0.000965305774799841,1.10684432153856,0.101513012887229
"313","ctenidia","detoxification",17,0.00106844321538558,18,0.00102208846743513,1.04535297034197,0.0443545990472802
"314","gonad","cytoplasmic translation",17,0.00115528372409106,17,0.000965305774799841,1.19680598029222,0.179656325127512
"315","heart","cytoplasmic translation",17,0.00106110729667312,17,0.000965305774799841,1.09924474127707,0.0946233451483709
"316","juvenile","cytoplasmic translation",17,0.000983967123921977,17,0.000965305774799841,1.01933205996411,0.0191475696203031
"317","juvenile","respiratory system process",17,0.000983967123921977,17,0.000965305774799841,1.01933205996411,0.0191475696203031
"318","larvae","cytoplasmic translation",17,0.00102212602212602,17,0.000965305774799841,1.05886243386243,0.0571951562572363
"319","larvae","detoxification",17,0.00102212602212602,18,0.00102208846743513,1.0000367430923,3.67424172878487e-05
"320","larvae","respiratory system process",17,0.00102212602212602,17,0.000965305774799841,1.05886243386243,0.0571951562572363
"321","ctenidia","respiratory system process",16,0.00100559361448055,17,0.000965305774799841,1.04173583203629,0.0408883910707937
"322","ctenidia","snRNA metabolic process",16,0.00100559361448055,16,0.000908523082164556,1.10684432153856,0.101513012887229
"323","gonad","snRNA metabolic process",16,0.00108732585796806,16,0.000908523082164556,1.19680598029222,0.179656325127512
"324","heart","detoxification",16,0.000998689220398227,18,0.00102208846743513,0.977106436690732,-0.0231596905080125
"325","heart","respiratory system process",16,0.000998689220398227,17,0.000965305774799841,1.03458328590783,0.033998723331936
"326","heart","snRNA metabolic process",16,0.000998689220398227,16,0.000908523082164556,1.09924474127707,0.0946233451483709
"327","juvenile","lysosome organization",16,0.000926086704867743,16,0.000908523082164556,1.01933205996411,0.0191475696203033
"328","juvenile","snRNA metabolic process",16,0.000926086704867743,16,0.000908523082164556,1.01933205996411,0.0191475696203033
"329","larvae","lysosome organization",16,0.000962000962000962,16,0.000908523082164556,1.05886243386243,0.0571951562572365
"330","larvae","snRNA metabolic process",16,0.000962000962000962,16,0.000908523082164556,1.05886243386243,0.0571951562572365
"331","ctenidia","lysosome organization",15,0.000942744013575514,16,0.000908523082164556,1.0376665514424,0.0369744917496576
"332","ctenidia","peroxisome organization",15,0.000942744013575514,15,0.000851740389529271,1.10684432153856,0.101513012887229
"333","heart","lysosome organization",15,0.000936271144123338,16,0.000908523082164556,1.03054194494726,0.0300848240107996
"334","heart","peroxisome organization",15,0.000936271144123338,15,0.000851740389529271,1.09924474127707,0.0946233451483709
"335","juvenile","peroxisome organization",15,0.000868206285813509,15,0.000851740389529271,1.01933205996411,0.0191475696203033
"336","larvae","peroxisome organization",15,0.000901875901875902,15,0.000851740389529271,1.05886243386243,0.0571951562572365
"337","gonad","detoxification",14,0.000951410125722052,18,0.00102208846743513,0.930849095782837,-0.0716581031533939
"338","gonad","peroxisome organization",14,0.000951410125722052,15,0.000851740389529271,1.1170189149394,0.110663453640561
"339","gonad","respiratory system process",14,0.000951410125722052,17,0.000965305774799841,0.985604924946533,-0.0144996893134454
"340","gonad","lysosome organization",13,0.000883452259599049,16,0.000908523082164556,0.972404858987428,-0.0279830396507324
"341","juvenile","cell wall organization or biogenesis",13,0.000752445447705041,13,0.000738175004258702,1.01933205996411,0.0191475696203031
"342","heart","cell wall organization or biogenesis",12,0.000749016915298671,13,0.000738175004258702,1.01468745348653,0.0145806374748346
"343","larvae","cell wall organization or biogenesis",12,0.000721500721500722,13,0.000738175004258702,0.977411477411477,-0.0228475514163001
"344","ctenidia","cell wall organization or biogenesis",11,0.000691345609955377,13,0.000738175004258702,0.936560579763395,-0.0655410717759376
"345","gonad","cell wall organization or biogenesis",8,0.00054366292898403,13,0.000738175004258702,0.736495987872135,-0.305851490654189
"346","heart","nitrogen cycle metabolic process",6,0.000374508457649335,6,0.000340696155811709,1.09924474127707,0.0946233451483711
"347","juvenile","nitrogen cycle metabolic process",6,0.000347282514325404,6,0.000340696155811709,1.01933205996411,0.0191475696203033
"348","larvae","nitrogen cycle metabolic process",6,0.000360750360750361,6,0.000340696155811709,1.05886243386243,0.0571951562572365
"349","ctenidia","nitrogen cycle metabolic process",5,0.000314248004525171,6,0.000340696155811709,0.922370267948799,-0.0808085439067259
"350","gonad","nitrogen cycle metabolic process",5,0.000339789330615019,6,0.000340696155811709,0.997338316910182,-0.00266523166644241
"351","ctenidia","NA",1,6.28496009050342e-05,1,5.67826926352848e-05,1.10684432153856,0.101513012887229
"352","gonad","NA",1,6.79578661230037e-05,1,5.67826926352848e-05,1.19680598029222,0.179656325127512
"353","heart","NA",1,6.24180762748892e-05,1,5.67826926352848e-05,1.09924474127707,0.0946233451483709
"354","juvenile","NA",1,5.7880419054234e-05,1,5.67826926352848e-05,1.01933205996411,0.0191475696203033
"355","larvae","NA",1,6.01250601250601e-05,1,5.67826926352848e-05,1.05886243386243,0.0571951562572365
